property_id,postal_code,market_value,squared_m,num_rooms,wall_color,wall_color_hex,locker_number
PR-01118,PC-034,370238.37,106.6,4,Slate Gray,#708090,288
PR-01119,PC-029,285348.78,214.1,6,Mustard Yellow,#E1AD01,280
PR-01120,PC-038,467166.22,152.5,5,Sage Green,#9CAF88,71
PR-01121,PC-009,307530.69,41.4,1,Slate Gray,#708090,192
PR-01122,PC-002,289161.31,90.2,4,Slate Gray,#708090,49
PR-01123,PC-008,429431.39,101.7,3,Slate Gray,#708090,22
PR-01124,PC-004,457660.54,152.3,6,Terracotta,#E2725B,16
PR-01125,PC-045,274263.97,142.2,4,Sand Beige,#F4E1C1,188
PR-01126,PC-003,192627.15,68.5,2,Ivory White,#FFFFF0,151
PR-01127,PC-005,331742.1,84.1,1,Blush Pink,#F9C6C9,268
PR-01128,PC-011,472649.48,203.8,8,Mustard Yellow,#E1AD01,177
PR-01129,PC-010,302596.82,43.1,1,Sage Green,#9CAF88,47
PR-01130,PC-042,280480.68,93.5,3,Sage Green,#9CAF88,48
PR-01131,PC-007,213927.39,89.0,3,Terracotta,#E2725B,75
PR-01132,PC-031,267352.51,99.5,4,Ivory White,#FFFFF0,206
PR-01133,PC-017,345391.81,141.4,4,Slate Gray,#708090,107
PR-01134,PC-034,287456.93,48.4,2,Sage Green,#9CAF88,222
PR-01135,PC-036,341102.13,71.9,2,Sand Beige,#F4E1C1,34
PR-01136,PC-038,461137.66,147.0,6,Sand Beige,#F4E1C1,205
PR-01137,PC-025,268332.82,73.5,3,Sage Green,#9CAF88,202
PR-01138,PC-030,440475.68,204.8,7,Charcoal Black,#36454F,285
PR-01139,PC-015,363102.28,136.0,5,Sand Beige,#F4E1C1,21
PR-01140,PC-005,398844.35,133.8,4,Forest Green,#228B22,89
PR-01141,PC-047,488532.86,210.4,7,Slate Gray,#708090,107
PR-01142,PC-026,378616.82,206.5,7,Terracotta,#E2725B,80
PR-01143,PC-024,439902.39,211.7,8,Slate Gray,#708090,66
PR-01144,PC-004,373946.8,82.6,4,Sand Beige,#F4E1C1,110
PR-01145,PC-021,280071.01,52.4,2,Blush Pink,#F9C6C9,160
PR-01146,PC-029,207716.32,146.9,5,Charcoal Black,#36454F,287
PR-01147,PC-035,182479.08,39.6,1,Sand Beige,#F4E1C1,65
PR-01148,PC-003,362708.63,199.2,6,Mustard Yellow,#E1AD01,48
PR-01149,PC-046,434291.39,203.8,7,Ivory White,#FFFFF0,87
PR-01150,PC-036,390554.17,110.0,4,Sand Beige,#F4E1C1,23
PR-01151,PC-050,417164.36,196.4,7,Mustard Yellow,#E1AD01,154
PR-01152,PC-020,328597.42,61.7,2,Charcoal Black,#36454F,183
PR-01153,PC-045,304813.13,164.7,5,Terracotta,#E2725B,171
PR-01154,PC-014,377434.45,125.5,5,Mustard Yellow,#E1AD01,79
PR-01155,PC-004,503962.33,196.6,6,Forest Green,#228B22,68
PR-01156,PC-050,299977.14,106.3,4,Ivory White,#FFFFF0,22
PR-01157,PC-020,446566.25,151.0,5,Sky Blue,#87CEEB,258
PR-01158,PC-020,415022.75,132.4,4,Charcoal Black,#36454F,142
PR-01159,PC-045,162645.22,51.5,2,Terracotta,#E2725B,255
PR-01160,PC-038,527493.24,199.4,7,Charcoal Black,#36454F,275
PR-01161,PC-045,346154.63,190.6,7,Sky Blue,#87CEEB,252
PR-01162,PC-042,381877.74,182.1,6,Blush Pink,#F9C6C9,233
PR-01163,PC-038,398305.86,105.9,4,Sage Green,#9CAF88,24
PR-01164,PC-025,234845.79,54.9,1,Forest Green,#228B22,159
PR-01165,PC-045,266782.77,131.3,5,Sand Beige,#F4E1C1,150
PR-01166,PC-005,406483.77,125.9,5,Terracotta,#E2725B,131
PR-01167,PC-047,268149.69,40.7,1,Forest Green,#228B22,121
PR-01168,PC-001,397904.18,156.7,4,Charcoal Black,#36454F,51
PR-01169,PC-045,372480.3,215.6,7,Sky Blue,#87CEEB,69
PR-01170,PC-048,502749.56,136.9,5,Sage Green,#9CAF88,259
PR-01171,PC-047,306964.95,72.1,2,Mustard Yellow,#E1AD01,15
PR-01172,PC-030,237088.68,42.5,2,Slate Gray,#708090,4
PR-01173,PC-008,364416.86,49.9,2,Sky Blue,#87CEEB,69
PR-01174,PC-032,553208.12,178.0,6,Forest Green,#228B22,121
PR-01175,PC-003,226763.48,90.9,3,Sky Blue,#87CEEB,290
PR-01176,PC-034,407587.18,139.4,5,Forest Green,#228B22,61
PR-01177,PC-046,341403.33,131.4,5,Terracotta,#E2725B,217
PR-01178,PC-001,445933.47,187.6,6,Charcoal Black,#36454F,41
PR-01179,PC-028,359800.61,167.2,5,Mustard Yellow,#E1AD01,125
PR-01180,PC-041,313374.11,126.7,3,Forest Green,#228B22,138
PR-01181,PC-024,225871.87,54.6,1,Forest Green,#228B22,103
PR-01182,PC-011,407794.13,154.7,6,Slate Gray,#708090,76
PR-01183,PC-047,502305.13,213.2,8,Mustard Yellow,#E1AD01,253
PR-01184,PC-021,261694.46,38.5,1,Terracotta,#E2725B,88
PR-01185,PC-045,317222.85,172.5,6,Forest Green,#228B22,6
PR-01186,PC-014,306219.7,80.0,2,Terracotta,#E2725B,85
PR-01187,PC-032,592928.36,209.3,7,Mustard Yellow,#E1AD01,14
PR-01188,PC-004,470160.85,169.1,6,Ivory White,#FFFFF0,107
PR-01189,PC-027,411982.89,136.3,4,Terracotta,#E2725B,111
PR-01190,PC-046,247776.22,67.3,2,Sage Green,#9CAF88,167
PR-01191,PC-012,391198.09,154.2,5,Slate Gray,#708090,125
PR-01192,PC-001,256155.82,38.2,1,Terracotta,#E2725B,63
PR-01193,PC-008,395727.72,72.9,3,Blush Pink,#F9C6C9,126
PR-01194,PC-022,318811.46,82.3,2,Mustard Yellow,#E1AD01,93
PR-01195,PC-036,432776.61,140.8,5,Sand Beige,#F4E1C1,156
PR-01196,PC-026,345672.39,184.4,5,Charcoal Black,#36454F,250
PR-01197,PC-048,584565.97,195.1,8,Charcoal Black,#36454F,26
PR-01198,PC-028,290540.59,109.8,3,Sage Green,#9CAF88,282
PR-01199,PC-015,328867.24,114.7,3,Charcoal Black,#36454F,40
PR-01200,PC-015,375800.47,143.7,5,Sky Blue,#87CEEB,265
PR-01201,PC-028,209151.22,43.4,1,Blush Pink,#F9C6C9,118
PR-01202,PC-028,208352.86,43.0,1,Sage Green,#9CAF88,80
PR-01203,PC-015,371585.82,147.2,5,Blush Pink,#F9C6C9,256
PR-01204,PC-041,399182.18,196.4,6,Slate Gray,#708090,290
PR-01205,PC-021,457001.76,182.3,7,Terracotta,#E2725B,134
PR-01206,PC-025,335169.01,125.2,4,Mustard Yellow,#E1AD01,231
PR-01207,PC-023,329514.59,95.1,3,Forest Green,#228B22,208
PR-01208,PC-024,411858.29,192.5,6,Forest Green,#228B22,217
PR-01209,PC-043,253952.44,119.6,4,Forest Green,#228B22,117
PR-01210,PC-028,400262.04,187.2,7,Sage Green,#9CAF88,150
PR-01211,PC-024,210791.27,37.1,1,Forest Green,#228B22,128
PR-01212,PC-050,355567.54,150.7,5,Sky Blue,#87CEEB,210
PR-01213,PC-010,346357.49,67.4,4,Slate Gray,#708090,24
PR-01214,PC-023,375450.15,127.9,5,Charcoal Black,#36454F,279
PR-01215,PC-041,255996.29,82.5,3,Mustard Yellow,#E1AD01,242
PR-01216,PC-003,146775.07,37.2,1,Slate Gray,#708090,265
PR-01217,PC-012,482642.23,215.9,8,Sage Green,#9CAF88,63
PR-01218,PC-040,504479.54,207.8,8,Ivory White,#FFFFF0,242
PR-01219,PC-035,415603.32,210.9,7,Sky Blue,#87CEEB,28
PR-01220,PC-040,399638.11,135.7,4,Charcoal Black,#36454F,133
PR-01221,PC-036,291081.24,36.1,1,Terracotta,#E2725B,229
PR-01222,PC-013,423949.64,112.3,3,Mustard Yellow,#E1AD01,173
PR-01223,PC-041,342084.09,141.6,5,Charcoal Black,#36454F,2
PR-01224,PC-036,303856.29,38.4,2,Slate Gray,#708090,48
PR-01225,PC-001,363971.67,121.5,4,Slate Gray,#708090,63
PR-01226,PC-028,399610.17,187.1,6,Mustard Yellow,#E1AD01,197
PR-01227,PC-003,319089.9,164.5,5,Forest Green,#228B22,159
PR-01228,PC-048,466900.23,114.3,4,Sage Green,#9CAF88,106
PR-01229,PC-027,378741.31,109.1,4,Blush Pink,#F9C6C9,148
PR-01230,PC-038,429638.34,122.1,5,Ivory White,#FFFFF0,88
PR-01231,PC-027,387081.29,116.1,4,Sand Beige,#F4E1C1,292
PR-01232,PC-027,326475.54,68.6,2,Slate Gray,#708090,101
PR-01233,PC-034,352163.46,96.0,4,Slate Gray,#708090,203
PR-01234,PC-016,331427.71,94.2,3,Sky Blue,#87CEEB,156
PR-01235,PC-050,441121.5,216.3,7,Sand Beige,#F4E1C1,68
PR-01236,PC-042,205470.3,45.1,1,Mustard Yellow,#E1AD01,21
PR-01237,PC-020,391665.21,98.4,4,Mustard Yellow,#E1AD01,77
PR-01238,PC-004,309708.16,46.2,1,Ivory White,#FFFFF0,105
PR-01239,PC-019,376849.07,126.4,4,Slate Gray,#708090,254
PR-01240,PC-050,208636.04,36.4,1,Terracotta,#E2725B,168
PR-01241,PC-035,320312.94,131.3,5,Sand Beige,#F4E1C1,192
PR-01242,PC-016,379245.71,128.8,4,Blush Pink,#F9C6C9,263
PR-01243,PC-003,303505.22,155.5,5,Ivory White,#FFFFF0,32
PR-01244,PC-041,379961.76,176.7,6,Slate Gray,#708090,11
PR-01245,PC-017,334563.67,141.2,4,Forest Green,#228B22,182
PR-01246,PC-017,221637.35,46.3,2,Sand Beige,#F4E1C1,85
PR-01247,PC-041,319031.69,127.3,5,Sage Green,#9CAF88,68
PR-01248,PC-009,332307.48,57.4,2,Mustard Yellow,#E1AD01,115
PR-01249,PC-041,254430.19,77.6,3,Sand Beige,#F4E1C1,258
PR-01250,PC-029,70382.92,39.6,1,Slate Gray,#708090,244
PR-01251,PC-005,452997.2,163.5,6,Charcoal Black,#36454F,293
PR-01252,PC-035,256938.54,92.3,3,Forest Green,#228B22,135
PR-01253,PC-021,380579.2,137.0,4,Slate Gray,#708090,38
PR-01254,PC-048,516733.83,148.1,6,Sky Blue,#87CEEB,114
PR-01255,PC-010,417992.27,123.5,5,Terracotta,#E2725B,78
PR-01256,PC-027,408102.61,137.3,4,Mustard Yellow,#E1AD01,165
PR-01257,PC-008,412590.33,90.8,3,Charcoal Black,#36454F,46
PR-01258,PC-049,596876.43,214.2,7,Ivory White,#FFFFF0,168
PR-01259,PC-029,172539.02,119.9,4,Ivory White,#FFFFF0,85
PR-01260,PC-024,420398.09,202.0,6,Slate Gray,#708090,212
PR-01261,PC-010,323326.65,49.4,3,Sand Beige,#F4E1C1,259
PR-01262,PC-037,344707.99,71.0,2,Blush Pink,#F9C6C9,89
PR-01263,PC-004,478416.35,170.8,7,Mustard Yellow,#E1AD01,164
PR-01264,PC-046,438209.17,210.3,7,Sage Green,#9CAF88,155
PR-01265,PC-048,394171.21,59.7,2,Blush Pink,#F9C6C9,193
PR-01266,PC-001,385661.78,140.3,4,Charcoal Black,#36454F,283
PR-01267,PC-032,412196.46,71.5,2,Sand Beige,#F4E1C1,134
PR-01268,PC-050,204730.38,37.3,1,Mustard Yellow,#E1AD01,128
PR-01269,PC-043,163078.86,42.3,2,Mustard Yellow,#E1AD01,206
PR-01270,PC-012,313770.3,91.8,3,Sand Beige,#F4E1C1,71
PR-01271,PC-036,483303.81,177.6,6,Sky Blue,#87CEEB,248
PR-01272,PC-011,321922.73,98.2,3,Blush Pink,#F9C6C9,37
PR-01273,PC-017,249450.05,72.6,2,Blush Pink,#F9C6C9,137
PR-01274,PC-027,520951.05,214.4,8,Sand Beige,#F4E1C1,168
PR-01275,PC-047,441514.79,173.1,6,Sand Beige,#F4E1C1,105
PR-01276,PC-018,336982.15,156.7,5,Sage Green,#9CAF88,87
PR-01277,PC-017,233623.49,66.4,2,Mustard Yellow,#E1AD01,223
PR-01278,PC-022,322709.06,78.9,3,Sage Green,#9CAF88,60
PR-01279,PC-034,427679.57,160.2,5,Forest Green,#228B22,220
PR-01280,PC-044,371115.8,83.6,4,Charcoal Black,#36454F,225
PR-01281,PC-016,375324.14,126.9,4,Forest Green,#228B22,288
PR-01282,PC-027,496331.2,199.3,7,Forest Green,#228B22,170
PR-01283,PC-042,339027.6,140.7,5,Sand Beige,#F4E1C1,273
PR-01284,PC-044,314142.91,47.1,1,Sand Beige,#F4E1C1,83
PR-01285,PC-040,513901.67,212.5,8,Ivory White,#FFFFF0,91
PR-01286,PC-050,231000.76,58.4,1,Charcoal Black,#36454F,68
PR-01287,PC-012,332861.7,104.4,4,Ivory White,#FFFFF0,89
PR-01288,PC-025,214925.52,37.6,1,Sky Blue,#87CEEB,76
PR-01289,PC-014,273563.56,49.7,2,Mustard Yellow,#E1AD01,174
PR-01290,PC-017,435937.94,210.0,7,Sand Beige,#F4E1C1,40
PR-01291,PC-044,486103.78,186.1,5,Sand Beige,#F4E1C1,196
PR-01292,PC-035,359911.52,182.0,5,Mustard Yellow,#E1AD01,98
PR-01293,PC-036,493385.39,191.4,6,Charcoal Black,#36454F,11
PR-01294,PC-017,292711.78,114.5,3,Sky Blue,#87CEEB,130
PR-01295,PC-044,382335.41,100.7,3,Mustard Yellow,#E1AD01,176
PR-01296,PC-017,367813.8,168.4,5,Sage Green,#9CAF88,150
PR-01297,PC-032,527274.05,153.7,5,Terracotta,#E2725B,168
PR-01298,PC-037,519512.21,213.1,6,Sage Green,#9CAF88,136
PR-01299,PC-002,217745.43,48.4,1,Blush Pink,#F9C6C9,135
PR-01300,PC-033,349847.22,73.6,2,Terracotta,#E2725B,291
PR-01301,PC-036,390690.66,105.3,5,Forest Green,#228B22,117
PR-01302,PC-041,252467.41,75.1,3,Sand Beige,#F4E1C1,36
PR-01303,PC-016,456361.04,187.7,6,Ivory White,#FFFFF0,79
PR-01304,PC-045,286224.62,141.7,5,Blush Pink,#F9C6C9,262
PR-01305,PC-011,323044.44,90.8,4,Sage Green,#9CAF88,266
PR-01306,PC-012,263191.39,57.1,2,Forest Green,#228B22,269
PR-01307,PC-040,504269.03,211.5,7,Terracotta,#E2725B,221
PR-01308,PC-047,467157.88,187.3,7,Forest Green,#228B22,247
PR-01309,PC-010,308152.77,47.6,1,Sky Blue,#87CEEB,162
PR-01310,PC-005,349829.55,90.5,3,Sand Beige,#F4E1C1,118
PR-01311,PC-027,442252.95,151.4,6,Terracotta,#E2725B,176
PR-01312,PC-012,310715.32,88.4,3,Sage Green,#9CAF88,139
PR-01313,PC-047,297940.23,48.7,3,Charcoal Black,#36454F,189
PR-01314,PC-050,253871.12,71.8,2,Forest Green,#228B22,293
PR-01315,PC-036,515523.09,207.1,7,Sand Beige,#F4E1C1,190
PR-01316,PC-009,376392.84,93.8,2,Mustard Yellow,#E1AD01,178
PR-01317,PC-031,246900.33,88.5,3,Slate Gray,#708090,5
PR-01318,PC-049,574941.13,194.9,7,Terracotta,#E2725B,225
PR-01319,PC-041,268524.61,89.8,3,Sand Beige,#F4E1C1,219
PR-01320,PC-004,343200.69,74.2,2,Mustard Yellow,#E1AD01,164
PR-01321,PC-038,355745.93,64.5,2,Sage Green,#9CAF88,21
PR-01322,PC-037,365075.15,89.4,3,Sage Green,#9CAF88,205
PR-01323,PC-043,194166.88,74.0,3,Sage Green,#9CAF88,5
PR-01324,PC-017,307564.15,116.6,4,Forest Green,#228B22,66
PR-01325,PC-001,293358.83,62.8,2,Slate Gray,#708090,198
PR-01326,PC-018,244910.68,79.1,4,Sage Green,#9CAF88,178
PR-01327,PC-019,455499.47,182.6,7,Forest Green,#228B22,188
PR-01328,PC-048,377321.21,46.1,1,Mustard Yellow,#E1AD01,59
PR-01329,PC-015,453838.89,202.9,7,Blush Pink,#F9C6C9,24
PR-01330,PC-022,436488.86,166.3,5,Ivory White,#FFFFF0,201
PR-01331,PC-030,359794.59,142.5,5,Sky Blue,#87CEEB,165
PR-01332,PC-035,328626.09,150.0,5,Terracotta,#E2725B,23
PR-01333,PC-033,430642.83,132.6,4,Sky Blue,#87CEEB,43
PR-01334,PC-040,496432.1,208.3,7,Ivory White,#FFFFF0,19
PR-01335,PC-027,306710.76,56.4,2,Charcoal Black,#36454F,280
PR-01336,PC-017,445932.87,214.9,8,Slate Gray,#708090,146
PR-01337,PC-049,565930.06,183.6,7,Sage Green,#9CAF88,118
PR-01338,PC-046,215948.47,36.4,2,Blush Pink,#F9C6C9,107
PR-01339,PC-012,457788.92,212.7,5,Blush Pink,#F9C6C9,106
PR-01340,PC-031,334103.25,150.1,6,Forest Green,#228B22,246
PR-01341,PC-049,539179.64,171.1,5,Sand Beige,#F4E1C1,138
PR-01342,PC-007,159707.29,46.9,1,Slate Gray,#708090,183
PR-01343,PC-008,507625.96,163.5,5,Charcoal Black,#36454F,50
PR-01344,PC-025,252054.95,61.7,3,Mustard Yellow,#E1AD01,137
PR-01345,PC-020,381500.01,95.2,4,Terracotta,#E2725B,234
PR-01346,PC-021,297807.18,61.2,3,Ivory White,#FFFFF0,219
PR-01347,PC-015,361097.44,142.7,4,Sky Blue,#87CEEB,177
PR-01348,PC-020,414144.28,124.7,5,Ivory White,#FFFFF0,82
PR-01349,PC-030,439575.92,196.2,8,Blush Pink,#F9C6C9,234
PR-01350,PC-047,402893.6,139.7,6,Charcoal Black,#36454F,125
PR-01351,PC-009,458551.71,155.5,6,Sky Blue,#87CEEB,190
PR-01352,PC-011,293804.7,76.1,2,Charcoal Black,#36454F,240
PR-01353,PC-002,413245.33,196.7,6,Blush Pink,#F9C6C9,228
PR-01354,PC-032,460991.82,111.9,3,Slate Gray,#708090,251
PR-01355,PC-046,243640.09,63.2,2,Blush Pink,#F9C6C9,218
PR-01356,PC-048,461119.86,108.3,4,Terracotta,#E2725B,290
PR-01357,PC-018,318906.04,137.9,4,Terracotta,#E2725B,176
PR-01358,PC-023,472290.16,204.2,6,Sky Blue,#87CEEB,161
PR-01359,PC-027,395359.67,126.0,3,Ivory White,#FFFFF0,183
PR-01360,PC-003,190659.1,65.1,2,Terracotta,#E2725B,10
PR-01361,PC-028,372313.57,170.5,5,Charcoal Black,#36454F,123
PR-01362,PC-049,421321.12,77.9,3,Charcoal Black,#36454F,56
PR-01363,PC-044,528419.81,210.2,8,Blush Pink,#F9C6C9,45
PR-01364,PC-031,337947.62,156.9,5,Ivory White,#FFFFF0,234
PR-01365,PC-033,478610.52,166.5,6,Slate Gray,#708090,162
PR-01366,PC-026,248418.0,103.2,4,Forest Green,#228B22,32
PR-01367,PC-033,485134.8,177.4,6,Terracotta,#E2725B,21
PR-01368,PC-016,292212.74,60.3,1,Forest Green,#228B22,208
PR-01369,PC-043,350793.26,189.5,6,Terracotta,#E2725B,134
PR-01370,PC-018,215351.73,60.5,2,Terracotta,#E2725B,237
PR-01371,PC-050,329405.65,136.2,4,Ivory White,#FFFFF0,232
PR-01372,PC-006,286321.56,62.2,3,Sage Green,#9CAF88,74
PR-01373,PC-024,253574.9,71.0,2,Sky Blue,#87CEEB,111
PR-01374,PC-009,453191.14,149.7,5,Charcoal Black,#36454F,239
PR-01375,PC-005,351543.74,92.6,3,Sky Blue,#87CEEB,171
PR-01376,PC-008,520956.21,169.7,5,Sand Beige,#F4E1C1,58
PR-01377,PC-013,365323.18,66.5,2,Slate Gray,#708090,287
PR-01378,PC-039,314284.08,74.9,3,Charcoal Black,#36454F,75
PR-01379,PC-034,295128.56,55.8,2,Blush Pink,#F9C6C9,220
PR-01380,PC-005,517626.88,216.1,7,Sand Beige,#F4E1C1,219
PR-01381,PC-032,456399.81,107.4,3,Sage Green,#9CAF88,114
PR-01382,PC-047,453545.63,183.8,6,Slate Gray,#708090,53
PR-01383,PC-001,452678.72,191.9,6,Terracotta,#E2725B,73
PR-01384,PC-032,413280.56,70.5,2,Sky Blue,#87CEEB,45
PR-01385,PC-050,412013.01,189.1,6,Sage Green,#9CAF88,179
PR-01386,PC-009,440151.88,138.8,4,Terracotta,#E2725B,74
PR-01387,PC-039,290725.34,57.5,2,Sky Blue,#87CEEB,244
PR-01388,PC-024,272078.31,82.0,3,Slate Gray,#708090,73
PR-01389,PC-020,346035.28,77.1,2,Terracotta,#E2725B,244
PR-01390,PC-042,254971.62,77.4,2,Forest Green,#228B22,127
PR-01391,PC-019,437100.36,170.7,6,Sky Blue,#87CEEB,234
PR-01392,PC-020,486829.21,186.2,5,Sky Blue,#87CEEB,64
PR-01393,PC-021,345277.6,105.1,3,Charcoal Black,#36454F,30
PR-01394,PC-045,144249.04,39.6,2,Forest Green,#228B22,59
PR-01395,PC-045,270309.73,136.6,5,Sage Green,#9CAF88,38
PR-01396,PC-011,338115.25,105.8,4,Mustard Yellow,#E1AD01,40
PR-01397,PC-008,426238.52,98.5,3,Forest Green,#228B22,22
PR-01398,PC-004,435240.66,134.8,5,Terracotta,#E2725B,22
PR-01399,PC-032,478637.15,122.1,4,Sky Blue,#87CEEB,273
PR-01400,PC-042,205982.63,40.7,1,Slate Gray,#708090,107
PR-01401,PC-036,425840.2,138.2,5,Terracotta,#E2725B,118
PR-01402,PC-040,461108.33,177.2,6,Sky Blue,#87CEEB,60
PR-01403,PC-037,443623.21,151.0,5,Slate Gray,#708090,212
PR-01404,PC-019,406589.65,146.3,5,Sage Green,#9CAF88,108
PR-01405,PC-022,323051.05,79.5,3,Blush Pink,#F9C6C9,269
PR-01406,PC-035,360122.56,171.0,6,Sage Green,#9CAF88,4
PR-01407,PC-034,390974.16,116.9,5,Blush Pink,#F9C6C9,6
PR-01408,PC-046,252796.66,67.3,1,Forest Green,#228B22,29
PR-01409,PC-027,451926.35,164.7,6,Sage Green,#9CAF88,101
PR-01410,PC-036,493754.74,189.6,6,Forest Green,#228B22,83
PR-01411,PC-027,441363.85,156.9,5,Ivory White,#FFFFF0,11
PR-01412,PC-022,332572.83,82.4,3,Ivory White,#FFFFF0,272
PR-01413,PC-005,368803.72,100.6,3,Mustard Yellow,#E1AD01,25
PR-01414,PC-043,166772.33,56.4,1,Mustard Yellow,#E1AD01,282
PR-01415,PC-029,203045.16,139.9,5,Sky Blue,#87CEEB,24
PR-01416,PC-010,508028.68,194.1,7,Forest Green,#228B22,205
PR-01417,PC-046,250246.98,62.4,2,Sky Blue,#87CEEB,66
PR-01418,PC-035,239274.96,84.6,2,Sand Beige,#F4E1C1,274
PR-01419,PC-003,376132.47,209.9,7,Mustard Yellow,#E1AD01,240
PR-01420,PC-011,403325.61,161.6,6,Sage Green,#9CAF88,220
PR-01421,PC-009,305266.63,35.6,1,Slate Gray,#708090,40
PR-01422,PC-031,324841.83,151.4,4,Sky Blue,#87CEEB,189
PR-01423,PC-033,318385.52,46.2,1,Terracotta,#E2725B,172
PR-01424,PC-003,258784.64,119.2,4,Terracotta,#E2725B,37
PR-01425,PC-023,456030.45,187.0,6,Slate Gray,#708090,298
PR-01426,PC-040,446619.98,162.6,6,Sky Blue,#87CEEB,259
PR-01427,PC-021,294392.23,57.3,2,Forest Green,#228B22,170
PR-01428,PC-041,223496.5,48.0,3,Ivory White,#FFFFF0,209
PR-01429,PC-016,469108.12,198.7,6,Slate Gray,#708090,190
PR-01430,PC-048,376942.71,37.7,2,Slate Gray,#708090,171
PR-01431,PC-008,505264.19,162.6,5,Ivory White,#FFFFF0,1
PR-01432,PC-027,339637.84,77.0,2,Mustard Yellow,#E1AD01,169
PR-01433,PC-041,274308.38,100.9,2,Blush Pink,#F9C6C9,138
PR-01434,PC-012,252213.39,46.3,2,Mustard Yellow,#E1AD01,203
PR-01435,PC-033,532597.18,214.6,6,Sand Beige,#F4E1C1,210
PR-01436,PC-011,464045.55,206.9,7,Ivory White,#FFFFF0,25
PR-01437,PC-031,205749.53,47.9,3,Blush Pink,#F9C6C9,182
PR-01438,PC-033,534404.93,211.8,7,Ivory White,#FFFFF0,66
PR-01439,PC-004,367749.71,90.1,3,Slate Gray,#708090,173
PR-01440,PC-045,309237.65,161.3,5,Sage Green,#9CAF88,284
PR-01441,PC-046,381408.68,169.1,5,Forest Green,#228B22,64
PR-01442,PC-005,407931.12,126.5,5,Charcoal Black,#36454F,5
PR-01443,PC-011,346718.06,113.4,4,Charcoal Black,#36454F,233
PR-01444,PC-041,377029.91,173.2,5,Blush Pink,#F9C6C9,137
PR-01445,PC-006,319393.95,94.0,3,Ivory White,#FFFFF0,126
PR-01446,PC-014,494933.33,215.6,7,Forest Green,#228B22,235
PR-01447,PC-017,430305.78,212.0,7,Sky Blue,#87CEEB,154
PR-01448,PC-008,579579.81,215.1,7,Forest Green,#228B22,61
PR-01449,PC-001,416965.27,164.1,6,Forest Green,#228B22,174
PR-01450,PC-049,452688.38,100.7,3,Forest Green,#228B22,231
PR-01451,PC-045,332586.27,192.0,6,Slate Gray,#708090,218
PR-01452,PC-023,453490.73,185.8,6,Mustard Yellow,#E1AD01,139
PR-01453,PC-003,279597.13,134.6,4,Slate Gray,#708090,254
PR-01454,PC-014,305376.0,74.0,3,Sage Green,#9CAF88,31
PR-01455,PC-012,351667.79,120.8,4,Mustard Yellow,#E1AD01,188
PR-01456,PC-024,260657.04,73.7,3,Sand Beige,#F4E1C1,46
PR-01457,PC-002,362257.89,155.2,5,Terracotta,#E2725B,163
PR-01458,PC-015,241554.22,37.7,3,Blush Pink,#F9C6C9,230
PR-01459,PC-005,420730.33,140.6,5,Forest Green,#228B22,253
PR-01460,PC-035,330564.67,146.4,6,Sky Blue,#87CEEB,102
PR-01461,PC-009,422718.24,131.4,3,Terracotta,#E2725B,48
PR-01462,PC-032,547298.95,172.6,6,Sky Blue,#87CEEB,111
PR-01463,PC-050,273248.21,82.3,3,Blush Pink,#F9C6C9,153
PR-01464,PC-010,507741.09,199.9,6,Forest Green,#228B22,199
PR-01465,PC-049,474531.75,121.8,4,Terracotta,#E2725B,68
PR-01466,PC-012,397969.46,155.7,5,Mustard Yellow,#E1AD01,262
PR-01467,PC-014,357856.51,112.0,5,Mustard Yellow,#E1AD01,113
PR-01468,PC-042,243058.17,72.5,2,Blush Pink,#F9C6C9,62
PR-01469,PC-008,385913.65,69.1,2,Sky Blue,#87CEEB,166
PR-01470,PC-023,489257.82,208.0,8,Ivory White,#FFFFF0,123
PR-01471,PC-018,398603.53,200.8,7,Terracotta,#E2725B,137
PR-01472,PC-005,308343.1,60.9,1,Mustard Yellow,#E1AD01,124
PR-01473,PC-040,366368.56,104.8,4,Ivory White,#FFFFF0,42
PR-01474,PC-042,387124.28,186.5,6,Mustard Yellow,#E1AD01,208
PR-01475,PC-016,476545.02,208.9,6,Blush Pink,#F9C6C9,21
PR-01476,PC-020,326453.34,51.3,2,Slate Gray,#708090,223
PR-01477,PC-020,347429.87,71.5,3,Charcoal Black,#36454F,203
PR-01478,PC-045,269361.05,139.0,4,Slate Gray,#708090,296
PR-01479,PC-041,249327.61,75.6,3,Mustard Yellow,#E1AD01,220
PR-01480,PC-023,338763.06,103.2,2,Ivory White,#FFFFF0,298
PR-01481,PC-023,270155.47,43.0,1,Mustard Yellow,#E1AD01,267
PR-01482,PC-023,298606.51,65.5,3,Blush Pink,#F9C6C9,72
PR-01483,PC-039,366092.78,114.9,4,Sand Beige,#F4E1C1,55
PR-01484,PC-047,293049.02,60.0,1,Forest Green,#228B22,291
PR-01485,PC-011,394472.12,157.0,5,Blush Pink,#F9C6C9,138
PR-01486,PC-043,272954.15,137.0,4,Sky Blue,#87CEEB,9
PR-01487,PC-049,399917.6,72.6,1,Ivory White,#FFFFF0,276
PR-01488,PC-040,440363.92,160.0,6,Sage Green,#9CAF88,31
PR-01489,PC-015,321719.02,95.0,5,Sage Green,#9CAF88,15
PR-01490,PC-007,238751.74,104.4,3,Slate Gray,#708090,178
