station_id,monthly_temp,monthly_precipitations,monthly_wind_speed,monthly_humidity
PR-01901,16.3,57.0,12.5,58.1
PR-01902,14.2,71.0,11.5,56.9
PR-01903,16.7,63.2,11.9,59.4
PR-01904,17.5,65.1,12.0,58.2
PR-01905,13.4,68.1,11.1,55.8
PR-01906,14.3,76.1,11.7,55.4
PR-01907,17.0,59.4,12.9,62.0
PR-01908,18.6,61.2,11.8,62.3
PR-01909,16.4,65.7,10.6,57.7
PR-01910,13.5,69.7,11.1,56.0
PR-01911,22.0,49.0,13.2,64.8
PR-01912,19.3,56.4,13.0,63.2
PR-01913,15.2,69.1,10.9,56.1
PR-01914,16.9,60.0,12.5,60.3
PR-01915,15.3,60.9,11.9,56.3
PR-01916,16.1,65.4,11.9,56.6
PR-01917,17.1,59.0,12.2,59.7
PR-01918,20.5,53.3,12.9,63.6
PR-01919,16.9,58.4,11.7,58.0
PR-01920,19.6,52.7,12.4,61.7
PR-01921,15.1,64.9,11.3,55.3
PR-01922,16.0,70.4,11.5,56.0
PR-01923,15.4,63.0,11.6,58.3
PR-01924,18.9,56.0,12.0,58.9
PR-01925,20.5,53.5,13.6,64.5
PR-01926,16.9,68.1,11.3,59.4
PR-01927,17.1,60.2,11.7,59.1
PR-01928,13.7,72.2,11.5,53.7
PR-01929,18.7,54.5,12.1,62.0
PR-01930,15.1,69.4,11.5,54.1
PR-01931,14.3,70.5,10.8,57.1
PR-01932,17.1,64.9,12.2,62.5
PR-01933,17.6,58.1,12.1,60.9
PR-01934,18.8,61.6,11.6,60.6
PR-01935,16.1,64.7,11.6,60.6
PR-01936,14.0,72.3,11.2,56.9
PR-01937,16.3,61.5,11.4,57.3
PR-01938,12.5,72.0,10.1,51.2
PR-01939,17.3,61.0,11.3,57.8
PR-01940,16.9,63.8,12.2,61.3
PR-01941,14.0,66.6,10.7,54.9
PR-01942,20.0,49.8,12.6,63.4
PR-01943,17.1,61.1,11.9,60.8
PR-01944,13.4,65.7,11.2,55.3
PR-01945,13.7,67.8,11.1,55.3
PR-01946,15.8,65.8,12.3,61.3
PR-01947,15.9,64.1,11.6,57.6
PR-01948,18.2,60.3,11.9,61.2
PR-01949,16.5,64.0,11.8,60.4
PR-01950,18.5,55.8,12.3,61.1
PR-01951,17.8,57.1,12.9,61.3
PR-01952,19.4,60.2,12.2,64.1
PR-01953,15.8,63.8,11.8,58.7
PR-01954,19.6,57.4,12.8,64.9
PR-01955,13.4,67.4,10.5,55.0
PR-01956,19.4,62.3,12.4,60.1
PR-01957,15.7,69.6,11.3,56.3
PR-01958,13.0,71.1,11.2,54.9
PR-01959,15.4,63.0,11.3,54.3
PR-01960,18.2,48.4,12.3,61.5
PR-01961,21.3,48.1,13.0,63.9
PR-01962,14.9,60.5,11.7,57.7
PR-01963,16.6,59.7,11.9,57.8
PR-01964,15.1,62.1,11.3,58.4
PR-01965,17.7,62.3,11.8,57.4
PR-01966,16.9,61.3,11.6,59.0
PR-01967,16.6,59.8,11.7,60.5
PR-01968,14.7,61.3,11.7,56.9
PR-01969,14.3,69.8,10.8,57.3
PR-01970,18.8,60.3,11.9,60.8
PR-01971,15.2,69.2,11.6,57.4
PR-01972,14.8,63.3,11.4,56.5
PR-01973,19.8,58.2,12.2,63.3
PR-01974,19.9,59.0,12.5,60.1
PR-01975,19.7,54.7,12.4,60.3
PR-01976,17.0,62.4,11.8,58.0
PR-01977,18.8,59.3,12.1,62.6
PR-01978,21.9,46.9,12.7,64.9
PR-01979,16.3,64.4,11.8,59.3
PR-01980,15.4,67.0,11.3,57.3
PR-01981,14.6,64.6,11.1,56.2
PR-01982,18.7,61.2,12.8,63.0
PR-01983,17.8,58.2,12.1,59.3
PR-01984,18.2,60.5,11.6,59.6
PR-01985,17.7,56.5,12.5,62.4
PR-01986,13.0,76.7,11.3,55.5
PR-01987,17.9,56.1,11.7,62.7
PR-01988,17.0,59.7,12.1,61.6
PR-01989,21.2,49.1,12.7,64.9
PR-01990,19.2,56.3,11.9,61.1
PR-01991,16.6,58.3,11.5,58.8
PR-01992,20.7,50.6,12.6,62.6
PR-01993,14.9,60.4,12.0,57.6
PR-01994,17.3,57.1,11.9,59.8
PR-01995,17.1,57.6,12.7,60.5
PR-01996,18.8,54.6,11.8,63.9
PR-01997,15.1,65.0,10.4,56.4
PR-01998,18.8,50.0,12.5,62.8
PR-01999,18.0,53.6,12.5,61.6
PR-02000,17.3,63.8,11.4,56.4
PR-02001,13.1,71.0,11.0,53.5
PR-02002,16.7,61.5,11.6,60.4
PR-02003,19.1,57.8,12.9,62.5
PR-02004,17.6,64.3,11.6,56.5
PR-02005,18.6,54.6,12.6,62.6
PR-02006,18.9,57.9,12.9,63.7
PR-02007,17.8,63.0,12.0,58.5
PR-02008,15.3,75.1,11.5,55.3
PR-02009,15.2,68.2,11.9,58.0
PR-02010,16.3,60.8,11.5,58.9
PR-02011,16.5,62.5,11.0,58.7
PR-02012,18.2,58.8,12.1,60.6
PR-02013,19.9,54.2,12.8,61.9
PR-02014,15.6,65.0,11.2,58.9
PR-02015,13.7,66.4,11.4,55.2
PR-02016,13.6,65.8,11.8,55.2
PR-02017,15.2,65.1,11.0,56.4
PR-02018,17.3,59.3,12.4,60.2
PR-02019,18.0,59.7,12.7,61.1
PR-02020,19.8,55.1,12.5,61.6
PR-02021,16.4,53.9,11.7,61.1
PR-02022,15.4,59.6,11.9,57.3
PR-02023,17.9,62.5,12.4,61.2
PR-02024,16.2,61.0,11.4,59.4
PR-02025,20.8,53.0,12.3,64.9
PR-02026,15.2,65.0,12.2,58.1
PR-02027,15.5,64.0,12.0,55.9
PR-02028,16.5,63.2,11.4,58.3
PR-02029,17.4,60.8,11.6,60.3
PR-02030,14.6,63.1,11.4,55.3
PR-02031,18.7,60.9,12.1,60.5
PR-02032,16.2,59.3,12.9,58.6
PR-02033,17.2,58.5,12.5,61.9
PR-02034,19.3,56.6,12.0,63.1
PR-02035,17.6,61.7,12.4,61.6
PR-02036,18.2,53.2,12.1,60.1
PR-02037,17.9,62.2,11.4,60.0
PR-02038,16.0,62.9,11.2,58.9
PR-02039,18.3,58.4,12.6,61.3
PR-02040,20.8,52.9,12.9,65.1
PR-02041,17.8,56.7,13.0,60.0
PR-02042,16.0,65.6,11.8,58.3
PR-02043,16.7,67.0,11.8,59.0
PR-02044,18.2,59.7,12.4,61.6
PR-02045,18.0,63.9,11.5,60.7
PR-02046,17.2,63.7,12.0,60.8
PR-02047,15.5,68.0,10.7,57.8
PR-02048,21.7,48.8,13.0,62.5
PR-02049,18.3,57.9,11.7,59.1
PR-02050,14.1,65.9,11.0,59.3
PR-02051,19.9,52.2,13.8,65.8
PR-02052,15.3,65.3,11.3,57.6
PR-02053,14.4,72.2,10.7,52.9
PR-02054,16.3,64.2,11.0,57.0
PR-02055,17.9,54.7,11.7,60.2
PR-02056,19.0,59.0,12.4,63.9
PR-02057,15.6,73.6,11.5,56.1
PR-02058,15.6,61.8,12.0,60.0
PR-02059,17.4,57.6,12.4,60.9
PR-02060,17.6,60.9,11.8,59.7
PR-02061,18.6,57.1,11.5,63.4
PR-02062,15.8,71.6,10.7,56.0
PR-02063,17.6,65.4,12.2,61.5
PR-02064,18.9,54.5,12.8,62.7
PR-02065,17.0,60.9,11.8,58.3
PR-02066,17.2,60.3,12.3,60.5
PR-02067,15.4,63.5,11.5,57.5
PR-02068,18.2,60.3,12.0,59.1
PR-02069,17.2,63.2,11.9,56.6
PR-02070,15.2,66.6,11.6,56.7
PR-02071,18.0,56.0,12.2,60.3
PR-02072,22.7,56.2,12.9,66.1
PR-02073,16.4,67.8,12.0,55.9
PR-02074,19.2,61.2,12.5,61.3
PR-02075,15.8,66.1,11.8,57.8
PR-02076,16.4,65.6,10.7,57.5
PR-02077,18.2,58.2,12.1,61.6
PR-02078,20.3,51.7,13.1,64.4
PR-02079,18.6,57.4,12.9,62.9
PR-02080,15.5,57.5,11.4,58.3
PR-02081,15.4,66.4,11.0,57.0
PR-02082,17.8,57.3,11.6,60.3
PR-02083,16.7,61.7,11.6,57.1
PR-02084,14.6,68.9,11.1,55.7
PR-02085,19.6,50.7,12.5,62.0
PR-02086,13.8,69.2,10.8,55.5
PR-02087,18.0,59.1,12.2,61.5
PR-02088,16.4,58.1,11.5,60.1
PR-02089,20.7,54.4,12.8,62.8
PR-02090,15.3,61.3,11.7,57.6
PR-02091,18.9,55.3,11.9,59.9
PR-02092,15.9,63.6,12.0,57.7
PR-02093,21.0,49.1,12.3,62.2
PR-02094,15.9,65.1,11.9,58.2
PR-02095,19.9,50.2,12.7,62.4
PR-02096,14.8,66.8,11.8,54.3
PR-02097,17.2,60.5,11.6,58.8
PR-02098,17.4,61.0,12.0,59.8
PR-02099,19.2,61.3,12.3,59.2
PR-02100,16.0,62.5,11.5,58.1
PR-02101,14.6,63.6,11.1,57.5
PR-02102,18.7,60.1,12.0,60.5
PR-02103,17.5,61.3,12.7,58.0
PR-02104,15.9,67.2,11.0,55.1
PR-02105,16.4,69.6,11.3,58.6
PR-02106,18.2,61.8,12.4,58.8
PR-02107,17.3,63.7,12.1,60.3
PR-02108,17.1,66.0,12.1,57.2
PR-02109,16.2,62.6,12.4,61.5
PR-02110,13.9,67.6,11.2,56.1
PR-02111,17.3,58.8,12.6,58.3
PR-02112,16.3,66.6,11.4,58.8
PR-02113,13.8,68.6,11.0,56.7
PR-02114,20.6,51.3,12.9,67.4
PR-02115,16.9,60.6,12.6,58.3
PR-02116,17.8,56.4,12.4,60.4
PR-02117,15.4,61.7,12.3,57.0
PR-02118,18.5,58.2,12.0,62.0
PR-02119,15.2,67.7,11.8,57.0
PR-02120,19.7,56.3,12.3,62.4
PR-02121,15.6,62.0,11.7,58.6
PR-02122,16.3,64.9,11.4,56.0
PR-02123,15.4,65.8,12.0,59.6
PR-02124,13.1,68.6,10.7,52.6
PR-02125,15.8,67.8,11.5,57.6
PR-02126,16.8,68.0,12.5,58.2
PR-02127,18.1,56.3,12.2,61.0
PR-02128,17.0,57.1,12.4,59.3
PR-02129,16.8,66.5,11.7,56.2
PR-02130,18.1,60.4,11.9,62.2
PR-02131,16.2,65.4,11.4,58.9
PR-02132,16.8,60.0,11.8,59.2
PR-02133,15.2,62.5,11.2,56.4
PR-02134,15.8,55.5,12.3,58.0
PR-02135,17.1,64.5,12.1,60.2
PR-02136,18.2,56.5,12.7,58.4
PR-02137,14.2,65.1,11.0,55.2
PR-02138,16.2,64.2,11.3,54.8
PR-02139,21.5,46.0,13.1,65.9
PR-02140,18.4,59.3,12.5,61.4
PR-02141,17.1,64.1,12.1,57.0
PR-02142,19.5,53.9,12.4,60.4
PR-02143,13.8,68.7,11.2,56.8
PR-02144,18.8,56.2,11.5,61.8
PR-02145,17.5,54.3,11.6,59.1
PR-02146,22.2,51.5,13.6,67.2
PR-02147,18.0,62.4,12.8,61.9
PR-02148,18.6,53.3,12.2,61.3
PR-02149,16.5,56.0,12.0,58.7
PR-02150,19.2,57.2,12.2,63.5
PR-02151,19.3,58.6,12.8,61.1
PR-02152,15.5,68.1,11.2,57.0
PR-02153,14.6,63.1,10.9,58.2
PR-02154,16.7,69.8,11.1,57.7
PR-02155,19.0,54.0,12.5,63.4
PR-02156,17.6,60.2,12.1,62.7
PR-02157,15.0,70.9,11.6,55.6
PR-02158,12.8,71.2,11.1,55.0
PR-02159,17.0,63.7,11.7,60.6
PR-02160,12.1,68.4,9.5,55.7
PR-02161,19.2,56.9,12.4,62.6
PR-02162,17.5,62.2,11.8,59.8
PR-02163,20.1,51.3,12.7,64.2
PR-02164,13.2,71.7,10.5,53.1
PR-02165,17.5,57.4,12.5,60.8
PR-02166,16.7,60.5,12.5,59.6
PR-02167,16.2,60.2,11.9,56.4
PR-02168,16.9,59.6,11.6,58.2
PR-02169,14.7,70.2,11.6,57.0
PR-02170,16.9,63.0,12.2,59.5
PR-02171,15.9,69.4,12.2,59.8
PR-02172,20.1,54.5,12.0,61.4
PR-02173,17.0,62.1,12.1,60.4
PR-02174,15.5,66.2,11.9,58.7
PR-02175,18.5,55.9,12.4,60.7
PR-02176,17.9,58.2,12.0,59.2
PR-02177,15.3,55.9,12.3,58.3
PR-02178,18.0,57.6,11.8,60.1
PR-02179,15.8,73.5,11.3,55.3
PR-02180,17.0,61.4,11.9,59.8
PR-02181,19.7,48.0,13.2,62.2
PR-02182,18.4,57.1,12.2,61.5
PR-02183,13.9,64.1,10.7,55.3
PR-02184,18.6,59.2,11.7,61.7
PR-02185,18.1,58.1,11.5,59.9
PR-02186,21.3,53.7,12.5,66.7
PR-02187,20.0,48.9,12.5,65.4
PR-02188,17.5,66.5,10.9,58.3
PR-02189,16.3,60.3,10.8,55.4
PR-02190,14.3,63.4,10.4,55.6
PR-02191,15.3,71.1,11.1,56.3
PR-02192,19.5,54.9,12.6,60.2
PR-02193,18.8,59.2,13.1,63.0
PR-02194,16.1,66.2,11.6,57.1
PR-02195,22.7,40.5,13.7,67.3
PR-02196,14.6,62.9,11.0,57.6
PR-02197,16.4,60.7,11.8,57.5
PR-02198,19.1,58.3,11.8,61.3
PR-02199,14.3,69.8,11.3,55.0
PR-02200,16.0,64.1,11.2,57.8
PR-02201,14.7,74.0,11.6,55.8
PR-02202,18.7,57.9,12.1,62.4
PR-02203,14.0,68.8,10.9,55.4
PR-02204,17.5,61.6,11.9,58.9
PR-02205,13.5,67.3,11.1,54.4
PR-02206,18.0,60.5,12.4,59.7
PR-02207,14.5,69.8,11.4,57.8
PR-02208,14.6,68.1,11.4,57.4
PR-02209,19.0,53.8,11.7,61.8
PR-02210,15.9,69.2,10.9,56.0
PR-02211,19.0,54.8,11.8,60.0
PR-02212,16.9,58.8,12.4,60.3
PR-02213,18.4,56.3,12.2,60.2
PR-02214,11.1,76.2,10.8,52.2
PR-02215,17.1,66.5,12.6,62.1
PR-02216,20.5,48.9,12.4,64.6
PR-02217,15.5,64.5,11.6,57.9
PR-02218,18.0,54.2,12.1,62.2
PR-02219,12.3,72.3,10.1,53.2
PR-02220,14.5,64.7,11.2,56.7
PR-02221,15.2,63.8,11.5,56.6
PR-02222,19.6,58.5,12.1,62.6
PR-02223,16.9,54.4,11.9,59.4
PR-02224,17.3,61.4,12.4,59.6
PR-02225,16.8,60.6,11.5,60.5
PR-02226,15.3,59.3,11.3,56.7
PR-02227,18.8,60.3,13.0,59.8
PR-02228,20.8,54.3,13.5,64.1
PR-02229,17.4,61.3,11.9,58.1
PR-02230,15.5,68.7,11.7,56.1
PR-02231,19.7,59.2,12.4,60.6
PR-02232,16.3,61.6,12.1,61.3
PR-02233,16.9,58.3,12.1,60.9
PR-02234,17.4,61.2,11.9,59.3
PR-02235,16.9,64.2,11.0,59.2
PR-02236,16.3,64.3,11.5,59.2
PR-02237,20.2,53.5,12.7,64.8
PR-02238,18.8,57.8,12.3,62.3
PR-02239,16.4,57.6,11.4,58.1
PR-02240,15.2,62.0,11.0,58.2
PR-02241,15.8,64.8,11.3,56.8
PR-02242,14.5,72.6,10.6,53.8
PR-02243,12.2,76.0,11.4,55.3
PR-02244,17.4,56.1,12.2,61.3
PR-02245,17.4,57.8,12.3,62.0
PR-02246,13.1,68.8,10.7,56.5
PR-02247,18.7,54.9,12.6,61.4
PR-02248,15.0,60.4,11.4,58.5
PR-02249,17.2,61.8,11.3,58.7
PR-02250,16.1,64.0,12.1,57.2
PR-02251,16.2,65.5,11.1,58.2
PR-02252,18.2,58.2,12.9,63.3
PR-02253,14.4,65.0,11.4,58.0
PR-02254,16.9,58.6,11.2,58.4
PR-02255,13.9,65.9,10.2,56.7
PR-02256,16.0,64.2,11.4,59.5
PR-02257,13.9,70.8,11.2,56.4
PR-02258,14.7,71.2,10.8,57.8
PR-02259,16.2,60.5,11.4,57.2
PR-02260,15.3,66.1,11.0,56.4
PR-02261,16.8,58.0,12.2,57.4
PR-02262,15.9,65.1,12.0,59.8
PR-02263,16.7,63.2,11.4,58.5
PR-02264,15.3,65.8,10.8,58.3
PR-02265,18.3,57.4,12.3,61.9
PR-02266,18.1,54.8,12.7,64.1
PR-02267,17.4,58.6,13.0,59.3
PR-02268,17.8,56.5,11.8,56.4
PR-02269,16.3,62.1,11.6,56.6
PR-02270,16.0,61.7,11.4,56.0
PR-02271,18.4,59.3,11.7,61.5
PR-02272,17.5,60.8,12.7,59.8
PR-02273,18.4,59.7,12.2,59.9
PR-02274,16.2,61.4,11.7,58.5
PR-02275,18.3,64.5,12.2,60.0
PR-02276,19.6,54.1,12.4,61.7
PR-02277,12.2,73.9,11.3,52.6
PR-02278,17.5,59.8,13.0,60.4
PR-02279,17.8,65.2,11.4,59.1
PR-02280,19.3,53.0,12.6,62.6
PR-02281,20.4,52.9,12.4,61.8
PR-02282,21.1,49.8,12.7,62.8
PR-02283,14.0,67.9,10.9,55.1
PR-02284,15.4,62.9,11.2,57.9
PR-02285,14.4,70.7,11.6,54.0
PR-02286,15.5,63.8,11.5,56.6
PR-02287,15.5,59.3,10.9,57.1
PR-02288,15.9,71.9,11.0,53.5
PR-02289,16.3,59.2,11.5,60.9
PR-02290,17.8,59.4,11.8,60.5
PR-02291,14.2,67.3,11.6,54.3
PR-02292,16.0,69.1,11.5,57.4
PR-02293,20.0,54.6,12.2,64.3
PR-02294,12.9,70.9,11.3,54.9
PR-02295,19.5,56.4,12.6,62.0
PR-02296,17.8,62.5,12.0,61.4
PR-02297,17.8,54.9,12.2,60.6
PR-02298,14.6,66.5,11.1,54.9
PR-02299,17.7,64.2,12.1,58.9
PR-02300,16.9,60.4,12.3,60.7
PR-02301,18.7,63.5,12.3,62.1
PR-02302,16.3,61.8,11.5,57.7
PR-02303,13.1,67.2,11.7,56.7
PR-02304,16.9,61.1,12.0,60.9
PR-02305,12.6,73.8,11.2,56.3
PR-02306,19.7,55.0,11.6,60.3
PR-02307,16.7,61.6,12.4,59.7
PR-02308,11.6,76.0,11.3,54.1
PR-02309,14.7,68.3,11.0,57.1
PR-02310,20.2,51.9,12.6,62.4
PR-02311,16.1,61.4,11.5,59.8
PR-02312,13.7,69.1,10.6,55.1
PR-02313,19.0,57.8,12.4,60.6
PR-02314,15.4,60.0,11.1,58.2
PR-02315,14.2,67.3,11.1,57.6
PR-02316,15.6,62.7,11.2,55.6
PR-02317,13.9,78.6,10.7,54.4
PR-02318,18.6,57.2,12.4,62.0
PR-02319,16.8,58.5,11.7,61.4
PR-02320,16.3,64.7,11.7,57.7
PR-02321,18.9,54.5,12.0,60.6
PR-02322,17.2,59.6,11.7,58.9
PR-02323,14.4,63.1,11.5,57.0
PR-02324,16.5,60.9,11.6,57.5
PR-02325,14.7,71.7,11.4,55.4
PR-02326,17.4,55.5,12.6,64.1
PR-02327,13.3,63.4,11.1,55.9
PR-02328,19.0,54.9,12.8,60.9
PR-02329,16.8,58.6,11.3,59.7
PR-02330,19.6,50.7,12.8,63.9
PR-02331,16.2,58.6,12.4,59.7
PR-02332,17.2,62.1,11.4,58.2
PR-02333,16.6,59.9,11.9,59.2
PR-02334,19.6,54.5,12.9,62.2
PR-02335,16.4,63.6,11.5,58.9
PR-02336,18.6,64.0,12.3,61.8
PR-02337,19.1,62.0,11.9,60.8
PR-02338,16.2,61.4,11.5,58.1
PR-02339,17.8,57.8,13.0,60.2
PR-02340,21.8,46.4,11.9,65.6
PR-02341,15.3,67.3,11.8,57.5
PR-02342,19.2,57.1,12.8,61.5
PR-02343,16.1,51.9,11.3,57.9
PR-02344,18.3,55.6,12.4,58.9
PR-02345,16.1,57.0,12.0,58.4
PR-02346,18.0,59.1,12.3,60.1
PR-02347,15.8,59.5,11.7,59.0
PR-02348,18.8,58.6,12.0,62.5
PR-02349,15.0,62.7,11.5,57.3
PR-02350,20.7,52.2,12.6,61.9
PR-02351,16.5,58.3,11.9,59.1
PR-02352,15.0,58.7,10.8,57.2
PR-02353,17.2,60.3,12.1,60.2
PR-02354,16.4,68.2,11.3,58.3
PR-02355,17.4,64.7,12.3,61.3
PR-02356,19.1,52.1,12.4,63.0
PR-02357,17.4,58.5,11.7,58.1
PR-02358,15.7,60.9,11.3,58.5
PR-02359,14.0,68.6,11.5,56.5
PR-02360,16.5,66.1,12.1,57.8
PR-02361,17.7,62.6,12.1,60.1
PR-02362,15.0,70.1,11.0,55.5
PR-02363,16.5,64.5,11.9,57.1
PR-02364,18.1,58.1,11.4,59.0
PR-02365,14.8,64.5,11.1,57.6
PR-02366,17.4,62.1,12.0,59.7
PR-02367,19.6,56.1,12.9,64.0
PR-02368,18.7,57.3,13.2,62.3
PR-02369,21.6,48.7,13.0,66.4
PR-02370,18.4,58.2,12.3,61.4
PR-02371,17.5,60.8,11.4,58.6
PR-02372,15.5,71.3,11.6,56.3
PR-02373,16.6,62.5,11.0,61.7
PR-02374,16.2,55.6,11.9,60.0
PR-02375,18.7,58.4,12.4,60.7
PR-02376,19.7,56.9,12.1,62.4
PR-02377,15.6,65.5,11.3,56.6
PR-02378,19.9,57.2,12.8,60.5
PR-02379,15.2,58.9,11.3,58.2
PR-02380,16.8,59.0,11.4,61.1
PR-02381,18.9,56.1,12.3,59.8
PR-02382,13.8,72.7,10.7,57.0
PR-02383,19.4,58.2,12.4,61.8
PR-02384,17.5,56.4,12.5,62.0
PR-02385,23.8,37.0,13.8,69.1
PR-02386,18.5,57.6,12.3,61.5
PR-02387,16.9,60.8,12.0,57.6
PR-02388,15.5,69.1,11.7,56.6
PR-02389,16.5,63.8,11.1,57.3
PR-02390,19.0,58.8,12.0,64.2
PR-02391,19.0,60.0,12.0,62.6
PR-02392,13.2,70.4,10.5,55.7
PR-02393,15.5,64.0,11.7,60.3
PR-02394,17.7,59.7,11.9,60.3
PR-02395,19.3,54.5,12.6,61.7
PR-02396,17.2,60.5,12.0,59.5
PR-02397,17.1,61.1,12.2,61.9
PR-02398,17.7,58.8,12.5,58.9
PR-02399,17.9,57.6,11.8,62.2
PR-02400,21.7,60.0,13.0,63.7
PR-02401,17.9,63.0,11.5,60.3
PR-02402,20.4,50.3,12.0,60.5
PR-02403,17.4,57.0,12.1,59.7
PR-02404,16.8,62.3,11.7,59.5
PR-02405,21.5,49.7,13.6,66.0
PR-02406,16.0,60.2,11.5,58.0
PR-02407,17.6,56.7,12.1,63.6
PR-02408,17.3,58.8,12.0,58.9
PR-02409,17.8,63.7,12.0,61.1
PR-02410,17.9,54.8,11.8,62.8
PR-02411,16.3,59.7,11.5,59.2
PR-02412,16.9,66.1,11.6,56.5
PR-02413,17.5,62.0,11.7,58.8
PR-02414,18.8,55.1,11.8,62.4
PR-02415,18.1,57.7,11.9,60.2
PR-02416,15.8,65.1,11.0,59.7
PR-02417,18.8,56.6,11.9,63.3
PR-02418,16.1,67.5,12.7,59.6
PR-02419,18.9,52.0,13.3,64.7
PR-02420,19.7,55.2,13.2,62.1
PR-02421,16.0,70.9,10.2,56.5
PR-02422,18.8,52.9,12.8,60.8
PR-02423,17.7,60.3,12.4,62.7
PR-02424,17.8,60.2,12.7,59.1
PR-02425,16.7,58.6,10.9,58.2
PR-02426,17.6,56.2,11.1,59.1
PR-02427,18.2,60.0,12.3,63.0
PR-02428,15.8,67.5,11.8,58.6
PR-02429,18.5,57.7,12.3,59.6
PR-02430,15.4,65.7,11.7,56.7
PR-02431,20.2,51.0,12.8,62.9
PR-02432,18.3,60.5,11.7,60.4
PR-02433,17.7,57.3,12.2,60.2
PR-02434,16.5,67.9,11.8,59.8
PR-02435,18.7,60.1,12.9,60.3
PR-02436,13.2,69.0,10.7,54.5
PR-02437,19.6,53.1,12.6,63.0
PR-02438,20.0,59.9,12.6,62.0
PR-02439,18.7,63.7,12.1,63.0
PR-02440,21.4,52.6,13.5,64.4
PR-02441,19.4,53.7,13.2,64.6
PR-02442,17.0,69.7,11.7,60.2
PR-02443,16.4,63.2,12.4,57.3
PR-02444,15.8,60.3,11.7,57.5
PR-02445,18.1,62.5,11.7,59.0
PR-02446,19.7,53.7,12.5,61.7
PR-02447,15.6,62.0,11.0,58.1
PR-02448,20.3,48.6,12.8,62.7
PR-02449,15.7,65.7,10.9,58.3
PR-02450,18.1,60.2,12.0,61.4
PR-02451,14.8,71.7,10.6,56.9
PR-02452,21.2,52.0,13.5,64.8
PR-02453,16.7,53.6,11.5,61.1
PR-02454,14.1,71.1,11.4,53.4
PR-02455,14.4,61.2,11.1,58.7
PR-02456,14.1,75.4,11.0,55.5
PR-02457,13.6,67.1,10.4,54.9
PR-02458,17.1,60.0,11.8,60.1
PR-02459,16.7,63.6,11.3,55.4
PR-02460,17.4,58.9,12.2,56.4
PR-02461,16.5,59.7,10.9,59.7
PR-02462,16.4,66.2,11.7,57.5
PR-02463,16.0,64.4,11.4,58.2
PR-02464,15.5,63.1,11.1,54.3
PR-02465,18.7,56.8,12.3,61.1
PR-02466,18.8,55.7,11.8,62.0
PR-02467,18.6,51.4,11.9,61.4
PR-02468,16.9,66.3,12.0,55.2
PR-02469,20.6,58.2,13.2,64.3
PR-02470,18.4,57.9,12.3,60.1
PR-02471,18.4,55.2,12.6,60.2
PR-02472,16.2,63.9,11.9,59.5
PR-02473,12.4,76.2,11.0,53.6
PR-02474,14.3,65.3,11.1,54.1
PR-02475,13.1,73.8,10.7,54.4
PR-02476,19.1,54.8,12.5,61.9
PR-02477,14.9,69.4,11.4,55.3
PR-02478,12.7,73.0,10.8,51.2
PR-02479,16.8,72.4,11.4,58.4
PR-02480,14.0,73.3,10.7,53.5
PR-02481,13.8,71.7,10.4,54.2
PR-02482,18.5,54.6,12.2,61.1
PR-02483,19.7,52.8,12.5,62.6
PR-02484,15.5,69.7,11.3,56.9
PR-02485,20.8,49.5,13.0,65.8
PR-02486,18.8,57.2,12.3,61.5
PR-02487,18.3,57.7,11.8,62.5
PR-02488,17.1,61.2,11.6,57.6
PR-02489,17.0,64.1,11.6,58.4
PR-02490,21.7,48.8,13.4,66.2
PR-02491,14.2,71.9,11.2,57.0
PR-02492,14.3,67.8,11.1,55.7
PR-02493,18.5,57.4,12.6,61.9
PR-02494,17.9,61.4,11.9,59.0
PR-02495,15.5,62.3,11.4,56.6
PR-02496,17.2,62.1,12.5,60.9
PR-02497,16.0,58.0,12.3,59.6
PR-02498,15.2,54.6,12.0,60.2
PR-02499,18.5,62.9,12.5,60.2
PR-02500,15.3,64.8,11.8,58.7
PR-02501,18.5,63.8,11.7,62.0
PR-02502,19.5,55.1,12.4,62.4
PR-02503,14.9,65.0,12.1,55.9
PR-02504,14.9,60.6,11.7,57.1
PR-02505,22.3,50.4,12.6,64.8
PR-02506,17.6,64.8,12.1,60.0
PR-02507,17.5,62.3,12.4,60.6
PR-02508,16.8,55.8,12.4,61.2
PR-02509,14.6,72.8,11.4,57.5
PR-02510,17.7,58.9,12.1,60.2
PR-02511,16.6,60.6,11.7,57.7
PR-02512,18.9,54.5,12.4,62.5
PR-02513,19.2,54.2,11.8,61.8
PR-02514,17.6,60.0,12.6,63.1
PR-02515,15.0,63.5,11.1,58.0
PR-02516,15.9,69.6,11.1,59.0
PR-02517,15.6,60.7,11.7,58.3
PR-02518,14.4,68.6,11.1,55.7
PR-02519,16.4,62.6,11.9,56.9
PR-02520,18.9,56.3,11.9,59.3
PR-02521,20.0,52.4,12.7,64.3
PR-02522,17.7,64.8,11.7,59.1
PR-02523,17.2,62.7,11.1,58.6
PR-02524,17.1,65.3,11.9,61.2
PR-02525,17.5,58.2,12.0,62.9
PR-02526,19.0,56.5,11.7,61.6
PR-02527,16.7,58.7,12.3,60.6
PR-02528,15.5,59.1,12.4,59.9
PR-02529,12.6,66.7,10.9,55.1
PR-02530,15.9,61.0,12.0,58.7
PR-02531,14.5,65.7,11.0,58.1
PR-02532,17.7,56.2,11.5,60.6
PR-02533,13.3,68.1,11.2,55.0
PR-02534,20.6,52.2,12.3,62.9
